car_num,ct_name,psevdoname,std_kap,std_ppr,std_dep,std_vogi
58236050,Газовые,14-94-1,2025-06-24,2019-06-17,2019-08-11,2021-06-22
58236068,Газовые,14-94-1,2018-05-26,2018-08-20,2021-09-11,2021-11-30
58236076,Газовые,14-94-1,2025-12-18,2019-07-31,2018-09-23,2023-11-19
58236084,Газовые,14-94-1,2027-10-06,2018-12-16,2019-10-06,2022-12-30
58236118,Газовые,14-94-1,2026-04-16,2020-02-27,2019-04-16,2023-08-16
58236126,Газовые,14-94-1,2025-01-27,2018-12-29,2018-07-26,2024-12-27
58236241,Газовые,14-94-1,2025-08-27,2019-07-11,2019-04-09,2023-08-12
58236266,Газовые,14-94-1,2025-10-08,2019-09-09,2019-06-02,2023-09-11
58236282,Газовые,14-94-1,2025-06-05,2019-05-13,2019-10-06,2025-05-12
58236308,Газовые,14-94-1,2026-04-14,2019-12-24,2019-04-14,2022-06-26
58236324,Газовые,14-94-1,2026-03-14,2020-01-26,2019-04-15,2022-02-13
58236357,Газовые,14-94-1,2026-03-04,2018-11-14,2018-11-29,2022-09-29
58236365,Газовые,14-94-1,2028-03-07,2019-06-08,2019-08-28,2023-06-25
58236415,Газовые,14-94-1,2025-04-21,2018-12-26,2018-07-27,2023-04-07
58236506,Газовые,14-94-1,2025-08-15,2019-07-14,2018-04-18,2023-07-28
58236555,Газовые,14-94-1,2027-08-30,2018-09-01,2020-08-30,2021-04-15
58236571,Газовые,14-94-1,2025-08-18,2019-08-22,2019-12-02,2022-07-10
58236597,Газовые,14-94-1,2025-04-07,2019-03-12,2019-04-04,2023-03-20
58236613,Газовые,14-94-1,2027-09-29,2018-08-28,2019-01-14,2022-09-14
58236654,Газовые,14-94-1,2026-01-22,2019-11-11,2020-06-09,2022-02-17
58236696,Газовые,14-94-1,2026-06-05,2018-05-31,2019-06-05,2022-06-07
58236738,Газовые,14-94-1,2026-08-22,2018-07-23,2019-08-22,2022-08-04
58236746,Газовые,14-94-1,2025-03-31,2018-12-24,2019-12-28,2023-03-15
58236753,Газовые,14-94-1,2026-02-13,2020-01-30,2019-02-13,2022-03-04
58236787,Газовые,14-94-1,2025-03-10,2018-12-23,2018-12-03,2022-07-26
58236795,Газовые,14-94-1,2025-04-12,2019-03-12,2019-11-21,2023-03-29
58236803,Газовые,14-94-1,2025-09-24,2019-05-17,2018-09-20,2023-09-13
58236837,Газовые,14-94-1,2026-06-12,2018-06-05,2019-06-12,2022-05-17
58236894,Газовые,14-94-1,2025-05-09,2019-05-20,2019-03-01,2023-04-15
58236902,Газовые,14-94-1,2026-03-17,2020-02-27,2019-03-17,2022-10-03
58236910,Газовые,14-94-1,2026-12-30,2018-12-05,2019-12-30,2021-04-22
58236951,Газовые,14-94-1,2026-02-28,2019-11-20,2019-02-20,2022-08-03
58239294,Газовые,14-94-1,2026-04-24,2020-04-15,2020-07-30,2020-06-09
58239310,Газовые,14-94-1,2026-08-11,2018-10-24,2019-08-11,2021-04-06
58239328,Газовые,14-94-1,2026-01-19,2020-01-17,2021-01-29,2021-01-12
58239336,Газовые,14-94-1,2027-07-13,2019-07-02,2019-09-28,2021-05-31
58239344,Газовые,14-94-1,2027-03-06,2019-02-27,2020-03-06,2021-03-28
58239351,Газовые,14-94-1,2026-09-13,2018-08-31,2019-09-13,2023-01-06
58239369,Газовые,14-94-1,2026-07-29,2018-07-02,2019-07-29,2020-09-21
58239377,Газовые,14-94-1,2026-03-25,2020-02-22,2021-03-05,2020-05-14
58239385,Газовые,14-94-1,2025-09-03,2019-08-18,2020-08-28,2023-08-21
58239393,Газовые,14-94-1,2026-09-23,2019-03-05,2019-03-19,2021-05-08
58239401,Газовые,14-94-1,2025-09-02,2019-08-03,2020-08-09,2021-09-12
58239443,Газовые,14-94-1,2027-04-21,2019-04-13,2020-04-21,2021-03-24
58239450,Газовые,14-94-1,2025-08-24,2019-12-04,2017-08-24,2023-08-04
58239476,Газовые,14-94-1,2026-04-04,2019-03-08,2021-03-29,2021-03-15
58239484,Газовые,14-94-1,2026-04-28,2020-04-17,2019-04-24,2021-02-25
58239500,Газовые,14-94-1,2026-09-19,2018-09-01,2019-03-11,2021-02-27
58239518,Газовые,14-94-1,2025-11-09,2019-10-26,2020-11-03,2021-12-04
58239526,Газовые,14-94-1,2025-09-08,2019-09-08,2019-07-27,2020-08-10
58239534,Газовые,14-94-1,2025-11-30,2019-06-09,2019-03-12,2022-04-26
58239542,Газовые,14-94-1,2026-09-20,2018-09-05,2019-01-05,2021-05-16
58239559,Газовые,14-94-1,2027-01-10,2019-07-04,2020-01-10,2021-07-22
58239567,Газовые,14-94-1,2025-12-08,2019-10-30,2020-11-15,2020-07-10
58239575,Газовые,14-94-1,2026-07-31,2019-02-09,2019-07-31,2023-02-23
58239583,Газовые,14-94-1,2025-09-08,2019-09-04,2020-05-12,2021-09-19
58239609,Газовые,14-94-1,2027-02-11,2019-01-28,2020-02-11,2021-06-02
58239617,Газовые,14-94-1,2026-06-17,2020-04-19,2019-06-17,2020-05-14
58239625,Газовые,14-94-1,2025-08-31,2019-08-02,2020-08-27,2021-09-07
58239633,Газовые,14-94-1,2027-03-27,2019-03-20,2019-09-07,2021-04-30
58239641,Газовые,14-94-1,2026-11-26,2018-10-28,2019-11-26,2021-04-27
58239658,Газовые,14-94-1,2026-02-05,2020-01-03,2020-01-30,2021-02-27
58239682,Газовые,14-94-1,2025-08-19,2019-05-10,2018-12-10,2020-03-02
58239708,Газовые,14-94-1,2026-12-25,2018-11-10,2018-08-04,2023-05-30
58239716,Газовые,14-94-1,2026-10-18,2018-10-07,2019-08-22,2021-06-26
58239724,Газовые,14-94-1,2025-11-28,2019-11-18,2019-12-09,2021-12-04
58239732,Газовые,14-94-1,2025-07-29,2019-07-06,2019-09-21,2021-12-22
58239740,Газовые,14-94-1,2025-11-14,2019-10-13,2020-10-17,2021-01-10
58239757,Газовые,14-94-1,2025-11-04,2019-11-06,2020-11-22,2021-10-16
58239765,Газовые,14-94-1,2027-01-03,2018-12-24,2020-01-03,2021-03-19
58239773,Газовые,14-94-1,2025-12-02,2019-11-22,2019-09-19,2020-02-27
58239799,Газовые,14-94-1,2025-09-17,2019-09-22,2020-10-05,2021-09-17
58239815,Газовые,14-94-1,2025-09-02,2019-01-31,2019-06-13,2021-09-29
58239823,Газовые,14-94-1,2026-10-28,2018-09-28,2019-10-28,2021-01-12
58239831,Газовые,14-94-1,2027-05-24,2019-05-15,2019-09-19,2021-06-24
58239849,Газовые,14-94-1,2026-05-27,2018-05-13,2019-05-27,2020-09-21
58239856,Газовые,14-94-1,2027-08-09,2019-07-09,2019-02-11,2023-07-03
58239864,Газовые,14-94-1,2026-10-16,2018-10-04,2019-10-16,2021-05-24
58239872,Газовые,14-94-1,2027-07-26,2018-09-12,2019-07-26,2020-07-06
58239898,Газовые,14-94-1,2027-01-17,2018-12-28,2019-06-30,2021-02-21
58239914,Газовые,14-94-1,2026-01-16,2019-12-31,2021-01-19,2020-12-10
58239922,Газовые,14-94-1,2026-04-03,2020-03-06,2021-03-18,2020-05-04
58239930,Газовые,14-94-1,2027-01-16,2018-12-24,2019-06-03,2021-05-27
58239955,Газовые,14-94-1,2026-06-09,2018-06-23,2018-08-21,2020-06-22
58239963,Газовые,14-94-1,2026-10-09,2018-10-02,2019-09-20,2021-02-28
58239971,Газовые,14-94-1,2026-10-28,2019-05-04,2019-10-21,2021-08-16
58239989,Газовые,14-94-1,2026-04-15,2020-04-03,2021-04-21,2020-10-05
58239997,Газовые,14-94-1,2026-09-03,2018-08-18,2019-08-12,2020-09-02
58240011,Газовые,14-94-1,2027-04-23,2019-04-13,2019-10-18,2021-10-07
58240029,Газовые,14-94-1,2026-01-22,2019-04-18,2020-02-14,2020-11-28
58240045,Газовые,14-94-1,2026-03-29,2020-03-19,2021-03-26,2020-08-25
58240052,Газовые,14-94-1,2027-02-05,2019-01-20,2020-02-05,2021-02-26
58240060,Газовые,14-94-1,2026-07-22,2018-07-11,2019-03-26,2021-05-31
58240086,Газовые,14-94-1,2025-11-30,2019-12-05,2020-07-15,2020-10-20
58240094,Газовые,14-94-1,2026-04-19,2020-03-19,2021-03-31,2021-03-27
58240102,Газовые,14-94-1,2027-02-03,2018-12-29,2019-08-04,2021-02-26
58240110,Газовые,14-94-1,2027-04-14,2019-04-05,2020-04-14,2021-06-02
58240136,Газовые,14-94-1,2026-07-27,2019-07-03,2018-12-22,2021-03-24
58240144,Газовые,14-94-1,2025-09-25,2019-09-05,2020-09-12,2021-10-09
58240151,Газовые,14-94-1,2025-07-28,2019-08-09,2020-04-01,2020-04-17
58240169,Газовые,14-94-1,2027-02-25,2019-01-27,2020-02-25,2021-09-24
58240177,Газовые,14-94-1,2025-08-03,2019-07-14,2019-05-14,2021-08-09
58240193,Газовые,14-94-1,2026-01-14,2019-09-09,2019-01-06,2020-08-29
58240201,Газовые,14-94-1,2027-07-23,2018-08-22,2020-07-21,2020-09-15
58240235,Газовые,14-94-1,2025-08-22,2019-04-29,2019-06-20,2020-08-16
58240243,Газовые,14-94-1,2026-02-02,2020-02-01,2020-01-12,2020-06-10
58240250,Газовые,14-94-1,2026-10-05,2018-09-11,2019-10-05,2021-06-22
58240268,Газовые,14-94-1,2027-01-21,2019-01-11,2020-01-21,2021-01-23
58241704,Газовые,14-94-1,2027-08-16,2019-08-03,2019-08-16,2021-08-17
58241712,Газовые,14-94-1,2026-07-01,2018-06-22,2018-12-10,2021-05-08
58241720,Газовые,14-94-1,2025-10-23,2019-09-15,2020-09-24,2021-11-16
58241738,Газовые,14-94-1,2026-08-31,2018-08-02,2019-02-21,2021-03-25
58241746,Газовые,14-94-1,2027-06-28,2019-09-09,2018-11-16,2023-08-30
58241753,Газовые,14-94-1,2025-12-22,2019-09-09,2019-01-30,2020-08-25
58241787,Газовые,14-94-1,2026-02-26,2020-02-22,2021-03-04,2022-02-17
58241795,Газовые,14-94-1,2026-02-18,2019-08-12,2018-11-10,2021-03-11
58241803,Газовые,14-94-1,2026-10-31,2018-10-27,2019-10-31,2020-12-10
58241811,Газовые,14-94-1,2026-08-03,2020-02-25,2019-04-11,2022-01-08
58241829,Газовые,14-94-1,2025-11-27,2019-11-05,2020-06-01,2021-01-27
58241837,Газовые,14-94-1,2026-03-16,2020-02-09,2020-07-22,2020-08-14
58241852,Газовые,14-94-1,2026-10-31,2018-10-14,2019-07-29,2021-02-04
58241860,Газовые,14-94-1,2027-06-24,2019-06-15,2020-06-24,2021-09-18
58241878,Газовые,14-94-1,2026-12-26,2019-06-02,2019-12-26,2021-07-07
58241886,Газовые,14-94-1,2025-09-29,2019-08-11,2019-11-24,2023-09-10
58241894,Газовые,14-94-1,2027-01-10,2020-03-14,2019-06-17,2021-06-18
58241910,Газовые,14-94-1,2027-03-05,2019-02-20,2018-11-08,2021-05-25
58241928,Газовые,14-94-1,2026-09-08,2018-08-20,2018-07-31,2020-11-20
58241936,Газовые,14-94-1,2026-10-23,2018-10-12,2018-10-31,2020-11-27
58241944,Газовые,14-94-1,2025-12-11,2019-10-29,2019-10-21,2021-12-02
58241969,Газовые,14-94-1,2027-08-27,2019-08-03,2019-08-27,2021-10-01
58241977,Газовые,14-94-1,2026-02-24,2020-02-12,2020-10-14,2021-01-12
58241985,Газовые,14-94-1,2026-02-28,2020-02-16,2021-02-28,2021-01-31
58241993,Газовые,14-94-1,2026-08-19,2018-08-10,2019-05-14,2020-01-31
58242009,Газовые,14-94-1,2027-07-31,2019-07-13,2019-07-31,2021-07-24
58242033,Газовые,14-94-1,2026-04-18,2020-04-20,2020-07-24,2020-07-19
58242066,Газовые,14-94-1,2025-10-29,2019-06-25,2018-10-22,2021-10-18
58242074,Газовые,14-94-1,2026-01-26,2020-01-10,2021-01-23,2021-03-24
58242082,Газовые,14-94-1,2027-02-10,2019-01-24,2020-02-10,2020-12-19
58242108,Газовые,14-94-1,2026-07-28,2018-07-21,2018-09-30,2021-05-08
58242116,Газовые,14-94-1,2025-12-07,2019-11-16,2020-06-17,2020-07-10
58242132,Газовые,14-94-1,2026-03-23,2020-03-05,2020-07-06,2020-05-03
58242140,Газовые,14-94-1,2027-10-02,2019-09-14,2019-10-02,2020-03-16
58242157,Газовые,14-94-1,2026-04-07,2020-03-12,2020-04-29,2021-02-11
58242165,Газовые,14-94-1,2025-02-16,2019-01-12,2019-06-17,2021-09-30
58242173,Газовые,14-94-1,2026-04-10,2019-10-31,2019-03-08,2021-09-29
58242199,Газовые,14-94-1,2025-11-07,2019-11-10,2020-11-14,2023-10-03
58246646,Газовые,14-94-1,2025-12-17,2019-11-18,2020-11-26,2020-06-22
58246653,Газовые,14-94-1,2027-02-08,2019-09-27,2019-02-06,2023-09-17
58246661,Газовые,14-94-1,2025-07-30,2019-02-23,2018-07-27,2020-08-25
58246695,Газовые,14-94-1,2027-01-10,2018-12-19,2019-10-31,2023-01-16
58246703,Газовые,14-94-1,2026-02-20,2020-02-19,2020-01-18,2022-05-29
58246711,Газовые,14-94-1,2025-11-02,2019-10-18,2019-05-06,2022-01-23
58246729,Газовые,14-94-1,2025-09-24,2019-09-17,2020-07-07,2022-01-29
58246737,Газовые,14-94-1,2026-08-25,2018-08-08,2018-08-07,2022-10-10
58246745,Газовые,14-94-1,2025-10-30,2019-10-04,2020-02-11,2022-04-27
58246752,Газовые,14-94-1,2026-02-12,2019-06-30,2021-02-25,2022-03-23
58246786,Газовые,14-94-1,2027-07-30,2019-07-21,2019-07-30,2021-09-08
58246794,Газовые,14-94-1,2027-05-15,2019-05-05,2020-05-15,2021-08-27
58246802,Газовые,14-94-1,2026-10-02,2019-06-03,2018-07-29,2022-10-30
58246810,Газовые,14-94-1,2026-06-25,2018-06-16,2019-06-25,2022-06-19
58246851,Газовые,14-94-1,2026-08-16,2020-01-11,2021-02-09,2021-01-18
58246869,Газовые,14-94-1,2027-09-16,2019-08-29,2019-07-22,2023-08-29
58246877,Газовые,14-94-1,2027-01-04,2019-08-06,2019-05-16,2021-08-14
58246885,Газовые,14-94-1,2027-03-20,2019-03-07,2019-04-06,2022-06-19
58246901,Газовые,14-94-1,2027-05-07,2019-04-23,2019-11-13,2021-11-30
58246919,Газовые,14-94-1,2027-07-25,2019-07-02,2019-07-25,2021-10-02
58246927,Газовые,14-94-1,2026-04-04,2020-03-06,2019-06-23,2021-03-20
58246935,Газовые,14-94-1,2026-02-03,2020-01-29,2021-02-10,2021-04-12
58246943,Газовые,14-94-1,2026-03-10,2020-02-19,2020-03-07,2020-06-04
58246950,Газовые,14-94-1,2027-11-15,2019-10-29,2019-11-15,2021-09-05
58246968,Газовые,14-94-1,2025-12-11,2019-11-11,2020-11-24,2020-06-04
58246976,Газовые,14-94-1,2027-03-11,2019-01-09,2018-08-14,2020-03-21
58246984,Газовые,14-94-1,2026-09-09,2019-10-14,2019-03-02,2021-08-24
58246992,Газовые,14-94-1,2026-10-22,2019-11-24,2018-08-11,2021-03-15
58247016,Газовые,14-94-1,2026-12-12,2018-09-05,2019-12-12,2021-02-06
58247057,Газовые,14-94-1,2026-04-10,2018-09-05,2021-04-11,2020-12-08
58247065,Газовые,14-94-1,2026-10-10,2018-10-04,2019-04-30,2021-02-06
58247081,Газовые,14-94-1,2025-08-07,2019-05-07,2019-05-11,2022-05-08
58247107,Газовые,14-94-1,2027-07-27,2018-09-05,2019-07-27,2021-01-13
58247115,Газовые,14-94-1,2027-02-16,2019-01-23,2020-02-16,2021-02-28
58247123,Газовые,14-94-1,2027-09-11,2019-08-31,2019-09-11,2021-09-25
58247131,Газовые,14-94-1,2026-08-31,2019-03-14,2018-09-30,2021-05-08
58247156,Газовые,14-94-1,2027-09-28,2019-09-20,2019-09-28,2022-04-02
58247164,Газовые,14-94-1,2025-12-11,2019-07-31,2018-12-18,2022-04-26
58247172,Газовые,14-94-1,2026-04-21,2018-04-10,2021-04-12,2021-01-30
58247180,Газовые,14-94-1,2027-02-13,2019-06-05,2018-05-08,2021-08-15
58247198,Газовые,14-94-1,2027-10-18,2019-09-30,2019-10-18,2021-11-22
58247206,Газовые,14-94-1,2025-12-03,2019-07-04,2019-03-25,2021-02-17
58247255,Газовые,14-94-1,2027-04-17,2019-04-03,2018-08-03,2023-04-06
58247263,Газовые,14-94-1,2027-09-12,2019-09-01,2019-08-25,2021-10-13
58247271,Газовые,14-94-1,2025-10-23,2019-10-10,2019-08-13,2022-04-13
58247297,Газовые,14-94-1,2027-05-10,2019-04-20,2020-05-10,2023-03-27
58247305,Газовые,14-94-1,2026-11-28,2019-12-22,2018-10-27,2021-07-09
58247321,Газовые,14-94-1,2026-09-12,2018-08-19,2019-09-12,2022-09-24
58247339,Газовые,14-94-1,2027-02-26,2019-02-09,2018-07-31,2021-05-20
58247347,Газовые,14-94-1,2026-07-02,2019-11-12,2018-12-31,2021-02-19
58247388,Газовые,14-94-1,2026-11-10,2018-10-12,2019-08-30,2022-10-16
58247396,Газовые,14-94-1,2027-05-30,2019-05-10,2018-08-17,2021-02-04
58247412,Газовые,14-94-1,2027-02-10,2019-01-10,2018-07-20,2021-02-26
58247420,Газовые,14-94-1,2027-02-22,2019-02-12,2020-02-22,2021-02-27
58247453,Газовые,14-94-1,2027-07-14,2019-07-02,2019-06-14,2021-03-25
58247479,Газовые,14-94-1,2027-05-14,2019-04-17,2020-05-14,2021-08-22
58247487,Газовые,14-94-1,2025-12-11,2019-10-31,2020-01-13,2021-09-06
58247495,Газовые,14-94-1,2025-10-16,2019-09-22,2020-09-30,2021-03-27
58247511,Газовые,14-94-1,2026-11-13,2019-03-21,2019-05-21,2021-04-20
58247529,Газовые,14-94-1,2027-09-18,2019-09-04,2019-09-18,2021-10-19
58247537,Газовые,14-94-1,2026-08-12,2018-07-25,2018-05-25,2023-07-28
58247552,Газовые,14-94-1,2026-03-26,2020-03-01,2021-03-10,2022-07-25
58247586,Газовые,14-94-1,2027-08-30,2019-07-27,2019-08-30,2021-08-23
58247594,Газовые,14-94-1,2025-12-11,2019-11-12,2020-06-15,2021-01-20
58247610,Газовые,14-94-1,2026-01-11,2019-12-20,2020-12-31,2021-01-19
58247628,Газовые,14-94-1,2026-12-15,2019-12-10,2018-07-29,2021-01-31
58247636,Газовые,14-94-1,2026-10-31,2018-09-01,2019-10-31,2021-02-26
58247651,Газовые,14-94-1,2026-03-18,2019-06-14,2019-08-07,2021-10-04
58247669,Газовые,14-94-1,2026-09-26,2018-09-19,2018-07-25,2021-01-17
58247685,Газовые,14-94-1,2026-01-31,2020-02-02,2020-03-06,2021-12-28
58247735,Газовые,14-94-1,2025-12-18,2020-02-20,2020-01-20,2021-03-07
58247743,Газовые,14-94-1,2026-04-27,2019-10-02,2018-12-21,2021-02-27
58247750,Газовые,14-94-1,2025-11-16,2019-07-19,2018-11-21,2022-07-02
58247776,Газовые,14-94-1,2027-09-08,2019-08-15,2019-09-08,2021-10-05
58247784,Газовые,14-94-1,2027-05-18,2018-09-06,2018-08-27,2021-02-06
58247792,Газовые,14-94-1,2026-12-14,2018-12-02,2019-02-27,2021-02-25
58247800,Газовые,14-94-1,2025-11-24,2019-05-19,2019-02-12,2021-03-15
58247818,Газовые,14-94-1,2027-09-10,2019-08-30,2019-09-01,2022-05-14
58247834,Газовые,14-94-1,2026-03-06,2020-03-04,2021-03-16,2022-05-25
58247859,Газовые,14-94-1,2026-07-29,2018-07-13,2019-02-22,2022-06-27
58247867,Газовые,14-94-1,2025-09-15,2019-07-20,2019-04-04,2022-02-10
58247875,Газовые,14-94-1,2027-02-04,2019-01-27,2018-07-06,2021-08-28
58247883,Газовые,14-94-1,2026-12-18,2018-12-10,2019-01-15,2023-02-18
58247891,Газовые,14-94-1,2026-02-11,2019-11-24,2019-04-25,2021-02-04
58247909,Газовые,14-94-1,2026-08-31,2020-03-11,2019-08-22,2021-02-25
58247925,Газовые,14-94-1,2027-02-12,2019-02-02,2018-11-30,2021-03-04
58247933,Газовые,14-94-1,2027-01-11,2019-10-23,2020-01-11,2021-04-12
58247958,Газовые,14-94-1,2026-02-15,2020-02-08,2020-05-22,2022-02-16
58247966,Газовые,14-94-1,2026-05-19,2018-05-30,2018-05-19,2022-09-04
58247974,Газовые,14-94-1,2026-09-10,2018-11-26,2018-12-08,2022-11-27
58247982,Газовые,14-94-1,2027-01-25,2019-01-20,2019-02-11,2023-07-21
58248006,Газовые,14-94-1,2026-12-24,2018-12-17,2019-12-24,2023-01-20
58248022,Газовые,14-94-1,2026-08-23,2018-08-04,2018-09-10,2021-03-27
58248030,Газовые,14-94-1,2027-03-24,2019-03-16,2020-03-24,2021-04-29
58248089,Газовые,14-94-1,2027-09-14,2019-08-24,2019-09-14,2023-08-29
58248097,Газовые,14-94-1,2026-07-02,2018-07-12,2018-10-26,2023-04-01
58248105,Газовые,14-94-1,2026-09-13,2019-09-28,2018-08-21,2021-04-04
58248121,Газовые,14-94-1,2026-10-15,2019-08-04,2018-08-15,2021-07-29
58248139,Газовые,14-94-1,2027-01-31,2019-01-26,2019-05-24,2021-12-13
58248147,Газовые,14-94-1,2027-08-30,2019-07-26,2019-08-30,2021-08-21
58248154,Газовые,14-94-1,2026-03-24,2020-03-14,2020-05-23,2021-02-07
58248170,Газовые,14-94-1,2026-12-15,2018-12-08,2018-09-28,2021-05-16
58248188,Газовые,14-94-1,2026-02-11,2019-09-14,2018-12-05,2021-02-23
58248204,Газовые,14-94-1,2027-02-14,2019-09-29,2018-09-11,2021-08-24
58248220,Газовые,14-94-1,2027-06-23,2019-06-15,2020-06-23,2021-08-14
58248246,Газовые,14-94-1,2026-09-27,2019-08-06,2019-06-11,2021-04-04
58248261,Газовые,14-94-1,2025-11-28,2019-11-02,2020-03-25,2022-05-14
58248287,Газовые,14-94-1,2026-03-17,2020-03-08,2019-11-04,2022-10-08
58248303,Газовые,14-94-1,2026-11-08,2018-10-15,2019-11-08,2022-10-22
58248311,Газовые,14-94-1,2026-07-28,2018-07-18,2019-02-14,2021-10-21
58248337,Газовые,14-94-1,2026-05-23,2018-05-16,2019-05-23,2022-10-08
58248345,Газовые,14-94-1,2026-04-22,2018-04-13,2020-01-23,2021-04-23
58248378,Газовые,14-94-1,2026-05-25,2018-05-03,2019-04-25,2021-04-20
58248386,Газовые,14-94-1,2026-03-18,2019-10-25,2019-04-14,2022-06-05
58248394,Газовые,14-94-1,2026-03-23,2019-09-14,2018-09-27,2022-02-18
58248428,Газовые,14-94-1,2026-12-08,2018-11-30,2019-06-23,2021-02-02
58248451,Газовые,14-94-1,2026-02-23,2020-02-14,2020-01-05,2022-07-31
58248469,Газовые,14-94-1,2027-04-03,2019-03-21,2019-11-14,2023-08-16
58248485,Газовые,14-94-1,2026-02-06,2020-02-08,2019-11-20,2021-01-25
58248501,Газовые,14-94-1,2026-02-27,2019-09-27,2018-12-27,2022-03-28
58248519,Газовые,14-94-1,2025-12-10,2018-11-13,2018-09-17,2022-05-31
58248535,Газовые,14-94-1,2027-09-19,2019-08-28,2019-09-19,2021-12-06
58248543,Газовые,14-94-1,2027-01-30,2019-01-17,2018-05-15,2021-04-25
58248550,Газовые,14-94-1,2026-08-10,2019-01-06,2019-11-04,2021-02-28
58248568,Газовые,14-94-1,2027-03-07,2019-02-26,2019-03-03,2021-08-15
58248584,Газовые,14-94-1,2027-05-27,2019-05-16,2018-10-23,2021-09-18
58248600,Газовые,14-94-1,2027-02-24,2019-02-15,2020-02-24,2021-06-13
58248618,Газовые,14-94-1,2026-08-27,2018-08-19,2019-05-18,2021-02-28
58248626,Газовые,14-94-1,2027-03-05,2019-02-25,2020-03-05,2021-10-02
58248634,Газовые,14-94-1,2026-11-05,2018-10-21,2019-06-21,2021-11-03
58249319,Газовые,14-94-1,2026-10-14,2019-09-30,2019-04-09,2022-04-24
58249327,Газовые,14-94-1,2027-01-31,2019-10-24,2018-07-17,2021-09-04
58249343,Газовые,14-94-1,2026-04-18,2020-03-04,2020-04-28,2021-03-04
58249350,Газовые,14-94-1,2025-09-24,2019-09-03,2020-09-13,2023-10-07
58249368,Газовые,14-94-1,2025-11-28,2019-10-12,2019-11-11,2022-05-28
58249376,Газовые,14-94-1,2025-12-16,2019-09-25,2018-12-30,2022-07-16
58249384,Газовые,14-94-1,2025-04-17,2019-04-15,2020-04-22,2021-10-15
58249392,Газовые,14-94-1,2026-03-06,2019-11-16,2020-03-18,2022-02-26
58249400,Газовые,14-94-1,2027-08-22,2019-08-03,2019-08-22,2023-07-25
58249442,Газовые,14-94-1,2025-08-17,2019-06-20,2019-03-10,2021-12-26
58249459,Газовые,14-94-1,2026-08-19,2019-02-02,2018-07-06,2022-10-16
58249467,Газовые,14-94-1,2027-02-27,2019-02-20,2019-01-12,2021-05-16
58249475,Газовые,14-94-1,2026-09-20,2018-09-08,2018-08-06,2022-09-22
58249491,Газовые,14-94-1,2027-03-01,2019-02-19,2018-10-16,2023-03-18
58249509,Газовые,14-94-1,2026-03-09,2019-10-31,2019-10-27,2022-09-04
58249525,Газовые,14-94-1,2026-02-11,2020-02-08,2019-12-25,2021-04-21
58249541,Газовые,14-94-1,2026-05-21,2020-03-26,2020-02-13,2021-03-05
58249558,Газовые,14-94-1,2025-11-26,2019-06-03,2018-12-08,2021-12-23
58249566,Газовые,14-94-1,2025-12-31,2019-12-27,2021-01-25,2022-09-10
58249574,Газовые,14-94-1,2025-11-24,2019-11-08,2019-05-29,2022-03-14
58249582,Газовые,14-94-1,2027-03-28,2019-12-09,2018-11-03,2021-05-01
58249608,Газовые,14-94-1,2026-09-24,2019-05-12,2019-09-04,2021-08-09
58249616,Газовые,14-94-1,2025-10-04,2019-04-30,2018-07-29,2021-10-28
58249624,Газовые,14-94-1,2026-04-06,2020-03-29,2020-07-08,2021-02-28
58249632,Газовые,14-94-1,2027-01-31,2019-01-25,2018-12-21,2021-07-03
58249657,Газовые,14-94-1,2025-10-20,2019-10-15,2020-01-27,2021-09-13
58249665,Газовые,14-94-1,2027-07-12,2019-06-29,2018-09-18,2022-04-27
58249673,Газовые,14-94-1,2027-06-03,2019-09-06,2019-02-20,2021-09-16
58249681,Газовые,14-94-1,2026-10-31,2018-10-25,2019-10-31,2022-10-20
58249707,Газовые,14-94-1,2026-05-05,2020-04-17,2018-05-05,2021-06-22
58249723,Газовые,14-94-1,2025-09-09,2019-07-30,2020-08-08,2022-05-27
58249731,Газовые,14-94-1,2027-06-30,2019-04-07,2019-03-03,2019-04-07
58249749,Газовые,14-94-1,2025-10-11,2019-09-11,2020-09-24,2021-10-13
58249756,Газовые,14-94-1,2026-02-15,2020-01-25,2020-02-25,2022-04-03
58249764,Газовые,14-94-1,2026-01-23,2019-05-25,2019-06-20,2022-04-07
58249772,Газовые,14-94-1,2026-04-27,2019-09-15,2018-11-26,2022-06-19
76711266,Химические,13-1315,2022-07-20,NULL,2018-07-20,NULL
58249780,Газовые,14-94-1,2026-10-21,2018-10-12,2019-05-03,2022-10-18
58249798,Газовые,14-94-1,2026-09-21,2019-04-18,2020-05-25,2021-04-25
58249806,Газовые,14-94-1,2026-04-24,2020-04-24,2018-04-24,2021-03-15
58251554,Газовые,14-94-1,2026-07-01,2018-06-22,2018-11-08,2021-01-18
58251570,Газовые,14-94-1,2026-01-21,2019-09-27,2018-12-14,2021-02-25
58251588,Газовые,14-94-1,2027-02-10,2019-02-02,2020-02-10,2021-01-20
58251604,Газовые,14-94-1,2026-12-28,2018-12-02,2019-02-06,2023-01-22
58251653,Газовые,14-94-1,2027-07-16,2019-07-08,2020-07-16,2023-08-07
58251661,Газовые,14-94-1,2026-05-27,2019-12-26,2019-03-15,2021-03-26
58251679,Газовые,14-94-1,2026-02-21,2019-07-29,2018-11-09,2022-08-03
58251695,Газовые,14-94-1,2025-12-09,2019-12-13,2020-11-29,2022-08-03
